,ID,AlldataNum,unzerospeedNum,speed_min,speed_max,begintime,endtime,timeAll,drivingtime,timespaceMax,timespaceMode,roadNum,distance
4521,66de447b0b930ef4,333,292,1,61,2016-08-08 10:00:07,2016-08-08 10:59:37,3570.0,2456.0,30.0,4.0,,26010
4530,a530081ba3f59572,285,277,4,46,2016-08-08 10:00:12,2016-08-08 10:59:53,3581.0,3296.0,248.0,2.0,,27707
4531,73fa3a50ad56d3e4,158,117,8,66,2016-08-08 10:00:12,2016-08-08 10:59:58,3586.0,2389.0,30.0,30.0,,19657
4537,60df3a34282a2b88,188,167,5,86,2016-08-08 10:00:12,2016-08-08 10:59:49,3577.0,2947.0,30.0,30.0,,63389
4538,bc388ce912919c94,123,117,22,86,2016-08-08 10:00:12,2016-08-08 10:59:42,3570.0,3420.0,30.0,30.0,,51654
4562,6dbf483c0343fdea,317,244,7,101,2016-08-08 09:59:35,2016-08-08 10:59:43,3608.0,3017.0,285.0,10.0,,63776
4564,dc85aa365b316b46,316,233,1,62,2016-08-08 10:00:13,2016-08-08 10:59:57,3584.0,2349.0,436.0,10.0,,16905
4578,b9cbf163465af210,241,221,2,104,2016-08-08 10:00:12,2016-08-08 10:59:57,3585.0,3285.0,30.0,15.0,,81044
4586,94a549d714fc7fc4,117,100,5,44,2016-08-08 10:00:12,2016-08-08 10:59:47,3575.0,3057.0,120.0,30.0,,17816
4591,fc295f0cf47c16d9,117,105,5,66,2016-08-08 10:00:12,2016-08-08 10:59:45,3573.0,3212.0,120.0,30.0,,22664
4593,54e0b26a239e425e,112,103,5,68,2016-08-08 10:00:12,2016-08-08 11:00:08,3596.0,3062.0,201.0,29.0,,19784
4677,fc81c99099f8be21,159,121,10,51,2016-08-08 10:00:11,2016-08-08 10:59:56,3585.0,2447.0,31.0,30.0,,21123
4688,a1b68118c2f75444,133,106,3,85,2016-08-08 10:00:13,2016-08-08 11:00:07,3594.0,2815.0,45.0,30.0,,49369
4691,4b6af36745f245b0,160,140,5,65,2016-08-08 10:00:12,2016-08-08 10:59:33,3561.0,2655.0,287.0,3.0,,26831
4694,9d0cb254c6e5d987,178,177,14,80,2016-08-08 10:00:12,2016-08-08 10:59:41,3569.0,2856.0,713.0,4.0,,35514
4706,5e898efcc4c6b251,102,102,73,100,2016-08-08 10:00:09,2016-08-08 11:00:07,3598.0,3598.0,168.0,60.0,,90918
4712,43447261e06880d8,168,140,3,97,2016-08-08 10:00:13,2016-08-08 10:59:43,3570.0,2760.0,30.0,30.0,,56438
4749,c0ba8b88ab7b7674,467,424,5,109,2016-08-08 10:00:06,2016-08-08 10:59:58,3592.0,3183.0,99.0,10.0,,67109
4752,dfc27c2ada6dac41,374,182,3,42,2016-08-08 10:00:13,2016-08-08 11:00:03,3590.0,1670.0,20.0,10.0,,12255
4753,c445439975b03b7a,409,149,5,52,2016-08-08 10:00:12,2016-08-08 10:58:47,3515.0,1002.0,14.0,10.0,,10502
4755,16be8d42a5e1ccd5,367,366,1,85,2016-08-08 10:00:11,2016-08-08 11:00:06,3595.0,3585.0,40.0,10.0,,67776
4756,c4a81e7c7104c932,128,120,1,100,2016-08-08 10:00:12,2016-08-08 10:58:23,3491.0,3033.0,120.0,60.0,,54285
4760,a6e887073d85059f,181,110,6,54,2016-08-08 09:58:21,2016-08-08 10:58:04,3583.0,2429.0,1295.0,1.0,,13193
4766,5865372a05993ec8,227,201,61,81,2016-08-08 09:59:58,2016-08-08 10:59:28,3570.0,2970.0,30.0,30.0,,67324
4769,4c9440668abf74e2,137,104,3,50,2016-08-08 10:00:11,2016-08-08 10:59:24,3553.0,1350.0,300.0,3.0,,8749
4783,f3cf178dd39a8a67,164,144,8,72,2016-08-08 10:00:13,2016-08-08 10:59:54,3581.0,3013.0,31.0,30.0,,24026
4788,5918b37970182b8e,118,111,1,74,2016-08-08 10:00:12,2016-08-08 10:59:43,3571.0,3361.0,90.0,30.0,,32948
4791,eb4e65f5a4ec14c9,126,104,2,62,2016-08-08 10:00:13,2016-08-08 11:00:00,3587.0,2963.0,40.0,30.0,,35230
4794,bc9219bc1c15499d,120,116,7,58,2016-08-08 10:00:14,2016-08-08 10:59:43,3569.0,3449.0,30.0,30.0,,24280
4799,3462b99ff9dc2c44,227,176,5,69,2016-08-08 10:00:10,2016-08-08 10:59:54,3584.0,2531.0,282.0,10.0,,18806
4802,8c01e5afa13048de,284,192,5,78,2016-08-08 10:00:10,2016-08-08 10:58:02,3472.0,1980.0,300.0,10.0,,22548
4803,ac67653999d93028,179,154,6,86,2016-08-08 10:00:12,2016-08-08 10:59:19,3547.0,3443.0,76.0,2.0,,55029
4807,8c184752d5d01670,271,148,6,46,2016-08-08 10:00:11,2016-08-08 10:47:50,2859.0,1568.0,149.0,10.0,,13315
4811,bd79066706235036,350,221,6,52,2016-08-08 10:00:12,2016-08-08 11:00:02,3590.0,2260.0,20.0,10.0,,19428
4813,7312caf203d7ab04,248,189,4,61,2016-08-08 10:00:12,2016-08-08 10:47:52,2860.0,2050.0,140.0,10.0,,25898
4815,4b1867adea86bf0e,148,126,2,56,2016-08-08 10:00:13,2016-08-08 11:00:08,3595.0,2935.0,370.0,30.0,,16115
4821,a2835e73137156c5,129,122,2,100,2016-08-08 10:00:13,2016-08-08 10:59:37,3564.0,3328.0,75.0,30.0,,41301
4824,6f96b9240b84ed6c,218,143,2,64,2016-08-08 10:00:13,2016-08-08 10:59:28,3555.0,2145.0,60.0,15.0,,15971
4825,6ab34e596fbd5b5b,241,172,1,79,2016-08-08 09:59:29,2016-08-08 10:59:59,3630.0,2610.0,30.0,15.0,,35025
4826,226dc99e83d81521,251,210,2,85,2016-08-08 10:00:13,2016-08-08 10:59:58,3585.0,2970.0,15.0,15.0,,40454
4827,7eb1c8240f822af8,321,171,1,61,2016-08-08 10:00:12,2016-08-08 11:00:01,3589.0,2082.0,390.0,10.0,,13515
4828,7ed4eea604e42664,349,120,6,63,2016-08-08 10:00:12,2016-08-08 11:00:02,3590.0,1220.0,20.0,10.0,,13814
4829,3da2812d7412ea4c,208,167,6,58,2016-08-08 10:00:11,2016-08-08 10:59:49,3578.0,2723.0,90.0,15.0,,28852
4831,0dedac37b366297a,202,199,7,79,2016-08-08 10:00:11,2016-08-08 10:57:43,3452.0,3407.0,90.0,15.0,,57309
4833,2f1e51ece92474ad,144,126,3,101,2016-08-08 10:00:13,2016-08-08 10:59:59,3586.0,3047.0,60.0,30.0,,43337
4838,483591d8b3242dd5,304,240,2,46,2016-08-08 10:00:11,2016-08-08 11:00:01,3590.0,2911.0,50.0,10.0,,20722
4847,2b49b23ad7b376ba,276,191,2,61,2016-08-08 10:00:11,2016-08-08 11:00:02,3591.0,2491.0,177.0,11.0,,18843
4853,bd038d7dc8ee20fd,279,206,2,62,2016-08-08 10:00:10,2016-08-08 10:59:59,3589.0,2572.0,111.0,10.0,,17399
4854,b402d1d418cb7b9a,270,194,2,55,2016-08-08 10:00:11,2016-08-08 11:00:01,3590.0,2461.0,125.0,10.0,,20106
4892,a5fe936283c523d0,109,106,1,59,2016-08-08 10:00:13,2016-08-08 10:54:08,3235.0,3145.0,73.0,30.0,,19195
4913,5a77a903e50f8344,342,322,6,55,2016-08-08 10:00:09,2016-08-08 10:59:34,3565.0,3190.0,179.0,2.0,,31243
4915,f563f5297219d5d5,275,270,4,31,2016-08-08 10:00:10,2016-08-08 10:59:05,3535.0,3032.0,268.0,10.0,,33429
4921,466e74c46206cf11,135,126,2,61,2016-08-08 10:00:10,2016-08-08 11:00:02,3592.0,3457.0,286.0,30.0,,29682
4925,7068b4a286359af4,293,201,2,53,2016-08-08 10:00:12,2016-08-08 11:00:01,3589.0,2560.0,40.0,10.0,,19612
4928,d19876c6f3fa6c54,286,183,2,59,2016-08-08 10:00:12,2016-08-08 10:59:50,3578.0,2223.0,88.0,10.0,,19670
4935,38e06317ae2380e7,223,223,2,73,2016-08-08 10:00:12,2016-08-08 11:00:04,3592.0,3592.0,46.0,15.0,,47209
4937,9dacc5c32f17b722,134,109,12,95,2016-08-08 10:00:11,2016-08-08 10:59:43,3572.0,2409.0,92.0,26.0,,58413
4949,c44495f79413dc16,112,101,1,49,2016-08-08 10:00:13,2016-08-08 10:59:44,3571.0,3260.0,120.0,30.0,,18013
4954,44810753a7060364,138,121,1,72,2016-08-08 10:00:13,2016-08-08 10:56:52,3399.0,2888.0,31.0,30.0,,25841
4970,e8d485cfa7397584,296,223,2,53,2016-08-08 10:00:09,2016-08-08 11:00:03,3594.0,2706.0,50.0,10.0,,21313
4977,d3b9e58882d4cb26,147,139,7,64,2016-08-08 10:00:12,2016-08-08 10:59:46,3574.0,3366.0,52.0,26.0,,41394
4979,2aa67de9cc9e5122,370,301,4,52,2016-08-08 10:00:12,2016-08-08 10:59:59,3587.0,2857.0,21.0,10.0,,23195
4980,23934eb1c5b075fe,301,261,2,55,2016-08-08 10:00:12,2016-08-08 10:59:48,3576.0,3163.0,40.0,10.0,,29374
4995,de43fb77d59c380b,516,424,5,59,2016-08-08 09:59:58,2016-08-08 10:59:43,3585.0,3174.0,210.0,1.0,,27406
5009,2a8474cb30f1c899,205,193,7,60,2016-08-08 10:00:13,2016-08-08 10:56:16,3363.0,2762.0,300.0,30.0,,27881
5013,039656b2a064536b,138,116,7,58,2016-08-08 10:00:12,2016-08-08 10:59:58,3586.0,2266.0,60.0,60.0,,22346
5014,404de9c980895c9a,203,189,3,56,2016-08-08 10:00:12,2016-08-08 10:59:39,3567.0,2832.0,60.0,4.0,,18992
5021,21b42eafb04a82a6,417,347,7,72,2016-08-08 09:58:37,2016-08-08 11:00:04,3687.0,2989.0,11.0,10.0,,29769
5022,61712e47925e41e6,373,187,7,106,2016-08-08 10:00:12,2016-08-08 11:00:04,3592.0,1745.0,11.0,10.0,,28127
5051,db2622a798e09c60,431,359,4,56,2016-08-08 10:00:12,2016-08-08 11:00:04,3592.0,3056.0,15.0,10.0,,37178
5052,2357efe6de10ba94,374,330,4,94,2016-08-08 10:00:12,2016-08-08 11:00:00,3588.0,3250.0,106.0,10.0,,71484
5070,21c82035f509ebb9,126,100,3,84,2016-08-08 10:00:12,2016-08-08 11:00:08,3596.0,2822.0,31.0,30.0,,33314
5077,0cf33f8122543db6,374,309,3,44,2016-08-08 10:00:12,2016-08-08 11:00:05,3593.0,2915.0,32.0,10.0,,17070
5078,6e794dea2da6bd18,152,141,6,94,2016-08-08 10:00:12,2016-08-08 10:57:12,3420.0,3135.0,52.0,26.0,,66483
5085,6cf239438453866f,152,140,9,113,2016-08-08 10:00:12,2016-08-08 11:00:05,3593.0,3372.0,134.0,26.0,,101576
5087,3018a2e06a169896,126,112,4,95,2016-08-08 10:00:10,2016-08-08 11:00:00,3590.0,2879.0,62.0,26.0,,64400
5090,c9b23ba7c7a61b91,125,123,10,67,2016-08-08 10:00:13,2016-08-08 10:31:13,1860.0,1830.0,15.0,15.0,,26280
5094,325d8a7a9ed72e03,239,200,3,86,2016-08-08 10:00:13,2016-08-08 10:59:58,3585.0,3015.0,30.0,15.0,,28897
5156,51d3569a0d9fb5d5,218,197,4,58,2016-08-08 10:00:13,2016-08-08 10:39:36,2363.0,2156.0,534.0,10.0,,20587
5158,c74f1954bff20b16,189,149,20,96,2016-08-08 10:00:07,2016-08-08 10:58:03,3476.0,2746.0,77.0,26.0,,78035
5159,64320e395f0cdcee,164,127,25,96,2016-08-08 10:00:11,2016-08-08 10:59:41,3570.0,2816.0,52.0,26.0,,84101
5162,e4b0fb995cc12365,216,199,22,96,2016-08-08 10:00:12,2016-08-08 10:59:43,3571.0,3310.0,143.0,26.0,,91304
5168,23f29fab1eaf83be,122,113,4,94,2016-08-08 10:00:29,2016-08-08 10:59:59,3570.0,3300.0,60.0,30.0,,52777
5175,e6781afccc71818e,252,204,3,82,2016-08-08 10:00:13,2016-08-08 10:59:44,3571.0,2131.0,30.0,30.0,,19532
5176,62e34a29c0a0b2e6,123,107,2,79,2016-08-08 10:00:13,2016-08-08 10:59:43,3570.0,3120.0,34.0,30.0,,41793
5193,1d93700ad6080ad9,139,128,2,95,2016-08-08 10:00:10,2016-08-08 10:57:42,3452.0,3166.0,52.0,26.0,,47328
5202,01d6f966bef5a243,119,106,6,76,2016-08-08 10:00:13,2016-08-08 10:59:43,3570.0,3210.0,60.0,30.0,,26902
5207,43d9f3a56b9c9225,101,101,29,98,2016-08-08 10:00:12,2016-08-08 10:59:47,3575.0,3575.0,172.0,60.0,,84578
5213,1ee94dd37354a7db,215,208,9,48,2016-08-08 10:00:05,2016-08-08 10:58:06,3481.0,2242.0,301.0,4.0,,18101
5227,cfd462bab76bcc28,176,137,61,96,2016-08-08 10:00:11,2016-08-08 10:59:46,3575.0,2969.0,61.0,26.0,,90815
5240,573e3e3a3d7771a4,130,112,2,64,2016-08-08 10:00:13,2016-08-08 10:58:42,3509.0,2953.0,32.0,31.0,,21380
5265,888248787929484a,115,115,65,91,2016-08-08 10:00:14,2016-08-08 10:59:44,3570.0,3570.0,75.0,30.0,,76687
5288,34d5d5a7104699ac,116,115,39,95,2016-08-08 10:00:13,2016-08-08 11:00:00,3587.0,3587.0,60.0,30.0,,77873
5289,f744d3ab1a63eada,121,106,1,57,2016-08-08 10:00:12,2016-08-08 10:59:54,3582.0,3202.0,60.0,30.0,,19334
5303,452a6dac77caebca,135,126,9,60,2016-08-08 10:00:10,2016-08-08 10:59:40,3570.0,3387.0,34.0,30.0,,36654
5309,eb389baa865f403e,356,356,17,99,2016-08-08 10:00:42,2016-08-08 11:00:36,3594.0,3594.0,570.0,10.0,,81380
5312,ffccd21ef4f3fd65,479,374,3,91,2016-08-08 10:00:12,2016-08-08 10:59:58,3586.0,2959.0,11.0,10.0,,41808
5315,cf6b17839dd949f6,410,242,8,50,2016-08-08 10:00:27,2016-08-08 11:00:14,3587.0,2248.0,10.0,10.0,,17390
5332,bd7492f21478640c,109,109,19,83,2016-08-08 10:00:11,2016-08-08 11:00:01,3590.0,3590.0,151.0,30.0,,66948
5336,5751cd2aac7cbba3,320,174,5,64,2016-08-08 10:00:14,2016-08-08 10:59:18,3544.0,1750.0,348.0,10.0,,15253
5340,edf73d497779c3cd,111,104,9,106,2016-08-08 10:00:13,2016-08-08 10:59:44,3571.0,3363.0,269.0,30.0,,54070
5342,e0576af8d91b07b6,118,112,5,101,2016-08-08 10:00:16,2016-08-08 10:59:46,3570.0,3390.0,68.0,30.0,,75669
5343,3dcb25d3388035ec,119,117,6,95,2016-08-08 10:00:16,2016-08-08 10:59:46,3570.0,3510.0,60.0,30.0,,72973
5345,4a1e658f947197d9,124,122,3,94,2016-08-08 10:00:11,2016-08-08 10:59:41,3570.0,3510.0,60.0,30.0,,69537
5348,86c5aa3a99fcbabe,358,275,3,61,2016-08-08 10:00:12,2016-08-08 11:00:02,3590.0,2770.0,20.0,10.0,,26470
5375,f0d158b12fdd3b32,216,206,5,48,2016-08-08 10:00:14,2016-08-08 10:59:18,3544.0,2184.0,301.0,4.0,,18650
5377,660e70450d4b2c53,124,100,1,77,2016-08-08 10:00:04,2016-08-08 10:59:34,3570.0,2850.0,30.0,30.0,,39198
5417,6158a41cd35da27c,324,214,3,60,2016-08-08 10:00:13,2016-08-08 11:00:02,3589.0,2468.0,140.0,10.0,,23829
5429,71ad81cbc7767b55,241,204,3,58,2016-08-08 10:00:11,2016-08-08 10:59:48,3577.0,2556.0,30.0,30.0,,16895
5447,7b735b4f69f9bb9f,228,191,6,53,2016-08-08 10:00:13,2016-08-08 10:59:51,3578.0,2466.0,31.0,30.0,,21472
5448,a2ad77de5fe65527,359,185,4,50,2016-08-08 10:00:12,2016-08-08 11:00:02,3590.0,1850.0,20.0,10.0,,14290
5450,7e66b17296c144e2,351,190,6,39,2016-08-08 10:00:12,2016-08-08 11:00:02,3590.0,1950.0,30.0,10.0,,14596
5452,c8a0f5aa755cae38,349,132,6,56,2016-08-08 10:00:12,2016-08-08 11:00:02,3590.0,1360.0,20.0,10.0,,13246
5453,1bf2023831d7afd1,299,276,6,96,2016-08-08 10:00:11,2016-08-08 10:59:51,3580.0,3350.0,260.0,10.0,,64127
5454,b178cf7c396df61f,462,270,6,66,2016-08-08 10:00:13,2016-08-08 11:00:03,3590.0,1735.0,650.0,5.0,,19921
5456,e6c26f106920abf3,116,110,7,91,2016-08-08 10:00:12,2016-08-08 10:59:45,3573.0,3393.0,60.0,30.0,,57329
5460,66ce38ccdea0c858,127,117,5,48,2016-08-08 10:00:13,2016-08-08 10:59:50,3577.0,3277.0,62.0,30.0,,21344
5464,31e7632b937edbfa,358,140,5,53,2016-08-08 10:00:12,2016-08-08 11:00:02,3590.0,1400.0,20.0,10.0,,14363
5466,603cfaf2d03a6142,208,151,6,65,2016-08-08 10:00:12,2016-08-08 11:00:02,3590.0,1500.0,360.0,10.0,,17638
5480,82be2f3b992cb93f,158,133,8,60,2016-08-08 10:00:13,2016-08-08 11:00:02,3589.0,2842.0,31.0,30.0,,22523
5486,e66f340978325440,105,100,5,99,2016-08-08 09:01:37,2016-08-08 11:00:22,7125.0,7005.0,2040.0,30.0,,112018
5487,ff41633bcc66cbb1,108,108,57,77,2016-08-08 10:00:12,2016-08-08 10:59:42,3570.0,3570.0,180.0,30.0,,68748
5502,9a0673375ac67aa8,117,101,5,64,2016-08-08 10:00:14,2016-08-08 10:59:43,3569.0,3089.0,120.0,30.0,,27944
5514,1f1dc97e4b32dd3c,410,360,55,101,2016-08-08 10:00:13,2016-08-08 11:00:00,3587.0,3170.0,82.0,10.0,,89962
5515,c5fc00ac821b2d6f,287,163,5,57,2016-08-08 10:00:13,2016-08-08 11:00:04,3591.0,2100.0,213.0,10.0,,13640
5516,e366336e17a63ae0,217,101,5,42,2016-08-08 10:00:13,2016-08-08 11:00:08,3595.0,1296.0,30.0,30.0,,6678
5517,84ef5dcd5e2d811f,388,333,11,97,2016-08-08 10:00:14,2016-08-08 10:59:12,3538.0,3025.0,10.0,10.0,,56908
5518,79f0f5465d46f6dd,121,109,2,83,2016-08-08 10:00:13,2016-08-08 10:59:43,3570.0,3240.0,30.0,30.0,,36736
5523,0548736ae81b47f1,158,143,6,84,2016-08-08 10:00:14,2016-08-08 11:00:04,3590.0,3108.0,67.0,30.0,,26213
5525,4ccaead45ed90678,118,102,1,57,2016-08-08 10:00:10,2016-08-08 10:56:24,3374.0,2803.0,243.0,30.0,,31722
5526,b9fb5078bf896415,240,125,9,85,2016-08-08 10:00:10,2016-08-08 10:59:55,3585.0,1858.0,17.0,15.0,,54106
5533,6409dc58dff5bb1d,335,292,1,96,2016-08-08 10:00:13,2016-08-08 11:00:03,3590.0,3160.0,90.0,10.0,,68360
5542,503831edee07d6eb,217,184,5,47,2016-08-08 10:00:12,2016-08-08 10:59:50,3578.0,2585.0,92.0,30.0,,19038
5617,94906a714176504f,240,238,48,102,2016-08-08 10:00:13,2016-08-08 10:59:43,3570.0,3542.0,17.0,15.0,,84653
5618,0ca4521ab8dbe6eb,119,116,2,96,2016-08-08 10:00:13,2016-08-08 10:59:43,3570.0,3480.0,60.0,30.0,,73979
5638,a9e2ddf73fd31999,153,142,62,83,2016-08-08 09:59:45,2016-08-08 10:59:09,3564.0,3273.0,60.0,1.0,,72802
5646,f12a9f7f9dff43bf,147,135,8,58,2016-08-08 10:00:14,2016-08-08 11:00:02,3588.0,2633.0,300.0,30.0,,23597
5647,580a9e94707ffac4,166,165,19,99,2016-08-08 10:00:06,2016-08-08 11:00:02,3596.0,3596.0,30.0,30.0,,88449
5678,40556c36394b8bc4,117,105,5,51,2016-08-08 10:00:13,2016-08-08 10:59:54,3581.0,3217.0,120.0,30.0,,21419
5685,0afcd1282b784f61,327,233,6,57,2016-08-08 10:00:12,2016-08-08 11:00:01,3589.0,2509.0,151.0,10.0,,25989
5702,cfcb237e86efa85f,123,107,10,50,2016-08-08 10:00:12,2016-08-08 11:00:05,3593.0,2705.0,60.0,60.0,,23368
5723,e4b3f7333337fe64,110,108,7,98,2016-08-08 10:00:16,2016-08-08 10:59:46,3570.0,3540.0,173.0,30.0,,70496
5724,c0a0ffad408f8dc3,464,271,4,60,2016-08-08 10:00:12,2016-08-08 10:39:27,2355.0,1365.0,27.0,5.0,,9371
5725,88a8a39e9474aa98,346,288,5,80,2016-08-08 10:00:16,2016-08-08 11:00:06,3590.0,2880.0,93.0,10.0,,37852
5729,60ec645bcc4efb3e,145,123,3,80,2016-08-08 10:00:13,2016-08-08 10:59:57,3584.0,3178.0,60.0,30.0,,52514
5735,53f0bd43a91cb0a1,123,123,14,96,2016-08-08 10:00:32,2016-08-08 11:00:13,3581.0,3581.0,60.0,30.0,,78268
5736,0a452a1228b05a3e,137,121,2,88,2016-08-08 10:00:14,2016-08-08 10:59:44,3570.0,3092.0,32.0,30.0,,47320
5739,3dae180ecfad2ad5,186,165,5,49,2016-08-08 10:00:13,2016-08-08 10:49:42,2969.0,2467.0,61.0,3.0,,20076
5743,20d027a5b802ee63,161,147,8,73,2016-08-08 10:00:14,2016-08-08 11:00:04,3590.0,3172.0,31.0,30.0,,29428
5787,2277049108c34c2b,132,127,6,59,2016-08-08 10:00:10,2016-08-08 10:59:43,3573.0,3498.0,281.0,30.0,,29568
5797,7a85f1d174ca427e,137,126,1,61,2016-08-08 10:00:11,2016-08-08 10:58:41,3510.0,2965.0,244.0,30.0,,33661
5798,1bd1e61ba8337474,139,135,1,57,2016-08-08 10:00:11,2016-08-08 10:59:41,3570.0,3487.0,32.0,30.0,,38343
5799,2d79f3604b4023ca,148,127,1,61,2016-08-08 10:00:10,2016-08-08 10:59:58,3588.0,3067.0,59.0,30.0,,33389
5801,551239a0ad44cbe9,209,161,4,73,2016-08-08 09:46:42,2016-08-08 11:00:04,4402.0,3339.0,33.0,30.0,,21261
5803,a66114f77cbc3dee,671,284,5,62,2016-08-08 10:00:16,2016-08-08 10:56:27,3371.0,1425.0,20.0,5.0,,13823
5816,3345097273e6b2b4,211,126,2,76,2016-08-08 10:00:14,2016-08-08 10:59:52,3578.0,1876.0,60.0,15.0,,23858
5818,21bd0438c56bafaa,201,184,1,73,2016-08-08 10:00:12,2016-08-08 11:00:06,3594.0,2049.0,312.0,13.0,,30585
5819,aa9fc1e27397bd01,240,171,5,65,2016-08-08 10:00:13,2016-08-08 10:59:58,3585.0,2550.0,15.0,15.0,,23520
5822,4e1f121d17bcdee0,223,175,2,92,2016-08-08 10:00:13,2016-08-08 10:59:56,3583.0,2624.0,60.0,15.0,,41929
5842,eb1b68ded1b70572,120,102,6,73,2016-08-08 10:00:14,2016-08-08 10:59:47,3573.0,3090.0,60.0,30.0,,37285
5843,2d83acf39e606e91,516,332,5,67,2016-08-08 10:00:14,2016-08-08 10:58:44,3510.0,1680.0,322.0,5.0,,17209
5844,745a71b85ed823dc,120,114,13,97,2016-08-08 10:00:15,2016-08-08 10:59:40,3565.0,3390.0,60.0,30.0,,81629
5861,f4e3fbbf55f426f7,117,113,19,94,2016-08-08 10:00:16,2016-08-08 10:59:46,3570.0,3420.0,82.0,30.0,,66941
5862,e88e923e656ce926,121,100,7,76,2016-08-08 10:00:13,2016-08-08 10:59:52,3579.0,3000.0,60.0,30.0,,33597
5867,f1b41d4fc6d90ef5,118,103,10,96,2016-08-08 10:00:17,2016-08-08 10:59:47,3570.0,3090.0,60.0,30.0,,66576
5869,a38a87f2f6ada4ed,119,110,6,95,2016-08-08 10:00:16,2016-08-08 10:59:46,3570.0,3300.0,60.0,30.0,,60132
5870,b04ca5d8b2d6c609,355,299,6,49,2016-08-08 10:00:12,2016-08-08 11:00:03,3591.0,3001.0,21.0,10.0,,25629
5873,6261b24d7005b8be,344,154,6,40,2016-08-08 10:00:13,2016-08-08 11:00:03,3590.0,1610.0,30.0,10.0,,10298
5908,e0407a8256049d4f,281,281,28,79,2016-08-08 10:00:14,2016-08-08 10:57:25,3431.0,3431.0,375.0,10.0,,65456
5926,61bb997a330dd48d,156,113,2,41,2016-08-08 10:00:12,2016-08-08 11:00:07,3595.0,2753.0,31.0,30.0,,16864
5927,d29b478b04241a3d,120,102,3,39,2016-08-08 10:00:13,2016-08-08 10:59:43,3570.0,3030.0,30.0,30.0,,15628
5928,b86044368a77e104,192,124,2,53,2016-08-08 10:00:10,2016-08-08 10:59:17,3547.0,1503.0,125.0,10.0,,13228
5929,faab0e245540e7d1,300,243,2,45,2016-08-08 10:00:10,2016-08-08 11:00:02,3592.0,2912.0,50.0,10.0,,20295
5932,f3c3b5380e11e9ea,352,300,7,59,2016-08-08 10:00:13,2016-08-08 11:00:03,3590.0,3060.0,20.0,10.0,,34053
5934,f06c536e96cc5f79,347,168,6,61,2016-08-08 10:00:13,2016-08-08 11:00:03,3590.0,1743.0,20.0,10.0,,16434
5938,4064b7630e2f5e47,180,166,5,52,2016-08-08 10:00:10,2016-08-08 10:59:41,3571.0,3182.0,34.0,30.0,,25877
5942,57a6f98a4195d2e8,144,106,2,64,2016-08-08 10:00:13,2016-08-08 10:59:56,3583.0,2631.0,46.0,26.0,,29938
5943,f86e1cc59133127c,140,128,4,94,2016-08-08 10:00:12,2016-08-08 10:59:44,3572.0,3335.0,115.0,26.0,,83717
5945,eaf4c357e646bc81,270,220,2,46,2016-08-08 10:00:12,2016-08-08 11:00:04,3592.0,2702.0,133.0,10.0,,18803
5949,9baac18f5c5ed37a,115,103,5,46,2016-08-08 10:00:14,2016-08-08 10:59:53,3579.0,3216.0,120.0,30.0,,20020
5955,6057251c1d7d3015,433,187,10,88,2016-08-08 10:00:12,2016-08-08 11:00:00,3588.0,1416.0,60.0,10.0,,15469
5958,b95b1d665c1aa844,197,133,10,82,2016-08-08 10:00:12,2016-08-08 11:00:05,3593.0,1330.0,300.0,10.0,,18344
5962,15908d09360329e4,342,335,9,107,2016-08-08 10:00:13,2016-08-08 10:57:00,3407.0,2844.0,302.0,10.0,,68049
5965,297d11798b058e40,365,295,1,64,2016-08-08 10:00:14,2016-08-08 11:00:01,3587.0,2887.0,20.0,10.0,,33292
5968,9ad9c20dae3d65ea,138,120,1,80,2016-08-08 10:00:14,2016-08-08 11:00:03,3589.0,2871.0,120.0,30.0,,36050
5969,1f469bac9d50c1ac,299,139,6,40,2016-08-08 10:00:13,2016-08-08 10:58:53,3520.0,1840.0,280.0,10.0,,12423
5976,7dd62fd781b4e856,325,110,6,47,2016-08-08 10:00:13,2016-08-08 11:00:02,3589.0,1298.0,198.0,10.0,,10055
5982,494ac1c5eab8dae5,115,107,8,59,2016-08-08 10:00:14,2016-08-08 10:59:43,3569.0,3299.0,90.0,30.0,,33951
5986,c0bd144c271537c6,168,138,5,84,2016-08-08 10:00:11,2016-08-08 10:57:53,3462.0,1767.0,240.0,30.0,,24843
5992,5ce0d179af5a5961,357,172,6,57,2016-08-08 10:00:14,2016-08-08 11:00:08,3594.0,1749.0,40.0,10.0,,19617
6066,7fb13488ffb19d1e,123,106,10,74,2016-08-08 10:00:14,2016-08-08 10:59:51,3577.0,3096.0,40.0,30.0,,45133
6072,1287a8f29ef17703,124,112,2,55,2016-08-08 10:00:16,2016-08-08 10:59:46,3570.0,3210.0,30.0,30.0,,27440
6100,ed6b2544e370f3d3,171,155,5,52,2016-08-08 09:59:42,2016-08-08 11:00:06,3624.0,2995.0,214.0,13.0,,34124
6104,2c254ed73ab01566,159,140,7,70,2016-08-08 10:00:13,2016-08-08 11:00:08,3595.0,3059.0,31.0,30.0,,23166
6109,b6ffc07172c86e4c,401,389,3,59,2016-08-08 10:00:13,2016-08-08 10:59:54,3581.0,3206.0,65.0,4.0,,26362
6111,f5e4ef85fea4135f,215,189,5,57,2016-08-08 10:00:14,2016-08-08 10:59:02,3528.0,2872.0,127.0,3.0,,35651
6137,130d3e2143930f55,364,161,1,67,2016-08-08 10:00:14,2016-08-08 11:00:04,3590.0,1540.0,20.0,10.0,,35717
